Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	GO Term Accession	GO Term Name	GO Term Evidence Code	GO domain	GO Term Definition
OAS1	12	113344582	113369990	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
OAS1	12	113344582	113369990	GO:0005634	nucleus	IEA	cellular_component	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent." [GOC:go_curators]
OAS1	12	113344582	113369990	GO:0003723	RNA binding	IEA	molecular_function	"Interacting selectively and non-covalently with an RNA molecule or a portion thereof." [GOC:mah]
OAS1	12	113344582	113369990	GO:0003725	double-stranded RNA binding	IEA	molecular_function	"Interacting selectively and non-covalently with double-stranded RNA." [GOC:jl]
OAS1	12	113344582	113369990	GO:0005524	ATP binding	IEA	molecular_function	"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator." [ISBN:0198506732]
OAS1	12	113344582	113369990					
RXFP1	4	159236463	159574524	GO:0060658	nipple morphogenesis	IEA	biological_process	"The process in which the nipple is generated and organized." [GOC:dph]
RXFP1	4	159236463	159574524	GO:0060427	lung connective tissue development	IEA	biological_process	"The biological process whose specific outcome is the progression of lung connective tissue from an initial condition to its mature state. This process begins with the formation of lung connective tissue and ends with the mature structure. The lung connective tissue is a material made up of fibers forming a framework and support structure for the lungs." [GOC:dph, GOC:mtg_lung]
RXFP1	4	159236463	159574524	GO:0042562	hormone binding	IEA	molecular_function	"Interacting selectively and non-covalently with any hormone, naturally occurring substances secreted by specialized cells that affect the metabolism or behavior of other cells possessing functional receptors for the hormone." [CHEBI:24621, GOC:jl]
RXFP1	4	159236463	159574524	GO:0007567	parturition	IEA	biological_process	"The reproductive process in which the parent is separated from its offspring either by giving birth to live young or by laying eggs." [ISBN:0198506732]
RXFP1	4	159236463	159574524	GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	IEA	biological_process	"The series of molecular signals generated as a consequence of a G-protein coupled receptor binding to its physiological ligand, where the pathway proceeds through activation or inhibition of adenylyl cyclase activity and a subsequent change in the concentration of cyclic AMP (cAMP)." [GOC:mah, GOC:signaling, ISBN:0815316194]
RXFP1	4	159236463	159574524	GO:0030198	extracellular matrix organization	IEA	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix." [GOC:mah]
RXFP1	4	159236463	159574524	GO:0004930	G-protein coupled receptor activity	IEA	molecular_function	"Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex." [GOC:bf, http://www.iuphar-db.org, Wikipedia:GPCR]
RXFP1	4	159236463	159574524	GO:0007186	G-protein coupled receptor signaling pathway	IEA	biological_process	"A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription." [GOC:bf, GOC:mah, Wikipedia:G_protein-coupled_receptor]
RXFP1	4	159236463	159574524	GO:0030154	cell differentiation	IEA	biological_process	"The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state." [ISBN:0198506732]
RXFP1	4	159236463	159574524	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
RXFP1	4	159236463	159574524	GO:0016021	integral to membrane	IEA	cellular_component	"Penetrating at least one phospholipid bilayer of a membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer. When used to describe a protein, indicates that all or part of the peptide sequence is embedded in the membrane." [GOC:go_curators]
RXFP1	4	159236463	159574524	GO:0046872	metal ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with any metal ion." [GOC:ai]
RXFP1	4	159236463	159574524	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
RXFP1	4	159236463	159574524	GO:0005886	plasma membrane	TAS	cellular_component	"The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN:0716731363]
GRAMD3	5	125695824	125832186	GO:0005881	cytoplasmic microtubule	IDA	cellular_component	"Any microtubule in the cytoplasm of a cell." [GOC:mah]
GRAMD3	5	125695824	125832186					
RXFP1	4	159236463	159574524	GO:0004930	G-protein coupled receptor activity	IDA	molecular_function	"Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex." [GOC:bf, http://www.iuphar-db.org, Wikipedia:GPCR]
MOBP	3	39508689	39570970	GO:0019911	structural constituent of myelin sheath	IEA	molecular_function	"The action of a molecule that contributes to the structural integrity of the myelin sheath of a nerve." [GOC:mah]
MOBP	3	39508689	39570970	GO:0007399	nervous system development	IEA	biological_process	"The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state." [GOC:dgh]
MOBP	3	39508689	39570970	GO:0005730	nucleolus	IDA	cellular_component	"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome." [ISBN:0198506732]
MOBP	3	39508689	39570970	GO:0043231	intracellular membrane-bounded organelle	IDA	cellular_component	"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane." [GOC:go_curators]
MOBP	3	39508689	39570970	GO:0005739	mitochondrion	IEA	cellular_component	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration." [ISBN:0198506732]
MOBP	3	39508689	39570970	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
MOBP	3	39508689	39570970	GO:0005634	nucleus	IDA	cellular_component	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent." [GOC:go_curators]
MOBP	3	39508689	39570970	GO:0006886	intracellular protein transport	IEA	biological_process	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell." [GOC:mah]
MOBP	3	39508689	39570970	GO:0017137	Rab GTPase binding	IEA	molecular_function	"Interacting selectively and non-covalently with Rab protein, any member of the Rab subfamily of the Ras superfamily of monomeric GTPases." [GOC:mah]
MOBP	3	39508689	39570970	GO:0048471	perinuclear region of cytoplasm	IEA	cellular_component	"Cytoplasm situated near, or occurring around, the nucleus." [GOC:jid]
RNF150	4	141780961	142134031	GO:0046872	metal ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with any metal ion." [GOC:ai]
RNF150	4	141780961	142134031	GO:0008270	zinc ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with zinc (Zn) ions." [GOC:ai]
